Ts_ns,cvs_avg_ns,err_ns
13.6,0.0013119128740061142,2.4182112885845226e-5
13.7,0.0013120804170457454,2.2866505799011287e-5
13.8,0.001312254026883729,2.1549669605784862e-5
13.9,0.001312433828376615,2.0232931137838558e-5
14.0,0.0013126199266105117,1.891761168301138e-5
14.1,0.0013128124066676755,1.760504099341946e-5
14.2,0.0013130113335156034,1.6296577903793922e-5
14.3,0.001313216752010549,1.4993641266008917e-5
14.4,0.00131342868700728,1.3697757553516973e-5
14.5,0.001313647143567009,1.2410636441651964e-5
14.6,0.0013138721072554907,1.1134295359489691e-5
14.7,0.0013141035445234598,9.87127397175767e-6
14.8,0.0013143414031617179,8.625023174944968e-6
14.9,0.0013145856128235097,7.400655153406651e-6
15.0,0.0013148360856069265,6.206497873003711e-6
15.1,0.0013150927166905235,5.0575962794905865e-6
15.2,0.0013153553850154655,3.984313512452759e-6
15.3,0.0013156239540079416,3.054548892146054e-6
15.4,0.001315898272335834,2.4215284617592696e-6
15.5,0.0013161781746939463,2.3213408953294458e-6
15.6,0.0013164634826124874,2.7953259426871708e-6
15.7,0.001316754005283708,3.611774820976222e-6
15.8,0.0013170495404020285,4.5808406477213155e-6
15.9,0.0013173498750132058,5.6152418552742285e-6
16.0,0.0013176547863684876,6.677026790858545e-6
16.1,0.0013179640427799016,7.748206135337635e-6
16.2,0.0013182774044732295,8.819343882811327e-6
16.3,0.0013185946244353918,9.885027442976624e-6
16.4,0.0013189154492533213,1.0941909969693326e-5
16.5,0.0013192396199416016,1.1987788014793547e-5
16.6,0.00131956687275647,1.3021132671231907e-5
16.7,0.0013198969399939317,1.4040835296567828e-5
16.8,0.0013202295507700218,1.5046061799518329e-5
16.9,0.0013205644317814864,1.60361650967369e-5
17.0,0.0013209013080452455,1.7010630314509342e-5
17.1,0.001321239903615359,1.7969039227348888e-5
17.2,0.001321579942276228,1.8911046427700503e-5
17.3,0.0013219211482110667,1.9836362889311148e-5
17.4,0.001322263246644774,2.0744744329789705e-5
17.5,0.0013226059644604845,2.1635982772190876e-5
17.6,0.001322949030789239,2.2509900291456755e-5
17.7,0.0013232921775723563,2.3366344286899553e-5
17.8,0.0013236351400961399,2.4205183843182705e-5
17.9,0.0013239776574987736,2.502630688309612e-5
18.0,0.001324319473249267,2.5829617907296774e-5
18.1,0.0013246603355984508,2.6615036176873327e-5
18.2,0.0013249999980021112,2.7382494235840337e-5
18.3,0.0013253382195164414,2.813193669871532e-5
18.4,0.0013256747651660147,2.8863319248085502e-5
18.5,0.0013260094062846229,2.9576607800877647e-5
18.6,0.0013263419208293188,3.0271777811916988e-5
18.7,0.00132667209366811,3.094881369070358e-5
18.8,0.0013269997168417636,3.1607708312408344e-5
18.9,0.0013273245898002561,3.2248462608088474e-5
19.0,0.00132764651961441,3.287108522208003e-5
19.1,0.0013279653211633457,3.347559222662461e-5
19.2,0.001328280817298343,3.4062006885587e-5
19.3,0.0013285928389837967,3.4630359460368926e-5
19.4,0.0013289012254159413,3.518068705218932e-5
19.5,0.0013292058241200389,3.571303347570514e-5
19.6,0.0013295064910267597,3.6227449159597716e-5
19.7,0.001329803090528485,3.672399107028662e-5
19.8,0.0013300954955162904,3.720272265541842e-5
19.9,0.0013303835873983434,3.7663713804049446e-5
20.0,0.0013306672561004887,3.810704082089762e-5
20.1,0.0013309464000497984,3.8532786412171084e-5
20.2,0.0013312209261418266,3.894103968081878e-5
20.3,0.0013314907496923625,3.933189612923793e-5
20.4,0.0013317557943744284,3.9705457667609634e-5
20.5,0.0013320159921412953,4.006183262630626e-5
20.6,0.0013322712831362604,4.040113577085394e-5
20.7,0.0013325216155899457,4.0723488318185194e-5
20.8,0.0013327669457058548,4.102901795300514e-5
20.9,0.001333007237534916,4.131785884316447e-5
21.0,0.0013332424628397259,4.1590151653164866e-5
21.1,0.0013334726009492138,4.184604355494778e-5
21.2,0.0013336976386044187,4.2085688235223655e-5
21.3,0.0013339175697960374,4.2309245898729965e-5
21.4,0.0013341323955944643,4.251688326686481e-5
21.5,0.0013343421239728863,4.270877357125084e-5
21.6,0.0013345467696241724,4.288509654181468e-5
21.7,0.0013347463537720782,4.304603838912024e-5
21.8,0.0013349409039774395,4.319179178064553e-5
21.9,0.0013351304539398897,4.332255581088878e-5
22.0,0.001335315043295691,4.3438535965107995e-5
22.1,0.0013354947174122323,4.353994407666724e-5
22.2,0.0013356695271796815,4.362699827791789e-5
22.3,0.001335839528800354,4.369992294464595e-5
22.4,0.00133600478357625,4.375894863411887e-5
22.5,0.0013361653576952506,4.3804312016790154e-5
22.6,0.0013363213220164121,4.383625580178623e-5
22.7,0.001336472751854807,4.385502865626931e-5
22.8,0.0013366197267663073,4.386088511884645e-5
22.9,0.0013367623303327195,4.385408550713274e-5
23.0,0.0013369006499476341,4.3834895819657e-5
23.1,0.0013370347766033651,4.380358763226451e-5
23.2,0.001337164804679299,4.376043798918283e-5
23.3,0.0013372908317319826,4.37057292888835e-5
23.4,0.001337412958287242,4.363974916494447e-5
23.5,0.0013375312876346404,4.356279036199017e-5
23.6,0.0013376459256245205,4.347515060687343e-5
23.7,0.0013377569804678632,4.337713247519945e-5
23.8,0.0013378645625392565,4.326904325324977e-5
23.9,0.0013379687841831162,4.3151194795424996e-5
24.0,0.0013380697595234148,4.302390337713043e-5
24.1,0.0013381676042770647,4.2887489543216895e-5
24.2,0.001338262435571162,4.274227795186406e-5
24.3,0.0013383543717641981,4.2588597213852576e-5
24.4,0.0013384435322714172,4.242677972711494e-5
24.5,0.0013385300373944357,4.225716150638443e-5
24.6,0.0013386140081552164,4.208008200778226e-5
24.7,0.0013386955661345257,4.1895883948041335e-5
24.8,0.0013387748333149334,4.17049131181103e-5
24.9,0.0013388519319284511,4.150751819075773e-5
25.0,0.0013389269843088472,4.130405052181634e-5
25.1,0.0013390001127487217,4.109486394456771e-5
25.2,0.0013390714393613455,4.088031455684775e-5
25.3,0.0013391410859473227,4.066076050021289e-5
25.4,0.0013392091738660837,4.043656173070519e-5
25.5,0.0013392758239122206,4.0208079780444504e-5
25.6,0.0013393411561966734,3.997567750947349e-5
25.7,0.00133940529003274,3.9739718847059664e-5
25.8,0.00133946834382694,3.950056852172424e-5
25.9,0.0013395304349746579,3.925859177924791e-5
26.0,0.0013395916797605712,3.901415408777826e-5
26.1,0.0013396521932638216,3.876762082931239e-5
26.2,0.0013397120892678811,3.851935697668824e-5
26.3,0.0013397714801750725,3.8269726755300995e-5
26.4,0.0013398304769256814,3.8019093288803314e-5
26.5,0.00133988918892162,3.776781822800346e-5
26.6,0.0013399477239545553,3.751626136236028e-5
26.7,0.001340006188138466,3.726478021342481e-5
26.8,0.0013400646858465152,3.701372960977249e-5
26.9,0.0013401233196522191,3.676346124303508e-5
27.0,0.0013401821902747722,3.651432320480716e-5
27.1,0.0013402413965285086,3.6266659504369635e-5
27.2,0.0013403010352763596,3.6020809567336756e-5
27.3,0.0013403612013872706,3.57771077155918e-5
27.4,0.001340421987697453,3.5535882629104635e-5
27.5,0.0013404834849754072,3.5297456790438954e-5
27.6,0.0013405457818906057,3.5062145913145516e-5
27.7,0.0013406089649857509,3.4830258355456864e-5
27.8,0.0013406731186525178,3.460209452106189e-5
27.9,0.0013407383251106849,3.437794624909149e-5
28.0,0.001340804664390547,3.4158096195784e-5
28.1,0.001340872214318533,3.394281721065167e-5
28.2,0.0013409410505059143,3.3732371710323805e-5
28.3,0.0013410112463405177,3.3527011053599414e-5
28.4,0.0013410828729813456,3.33269749215904e-5
28.5,0.0013411559993559937,3.313249070704142e-5
28.6,0.0013412306921608034,3.2943772917342914e-5
28.7,0.0013413070158636055,3.276102259585657e-5
28.8,0.0013413850327090044,3.258442676637799e-5
28.9,0.0013414648027260869,3.2414157905724004e-5
29.0,0.0013415463837384567,3.225037344944468e-5
29.1,0.0013416298313765208,3.209321533566623e-5
29.2,0.0013417151990919255,3.1942809591914436e-5
29.3,0.0013418025381740485,3.179926596972376e-5
29.4,0.001341891897768463,3.1662677631370215e-5
29.5,0.0013419833248972935,3.153312089293087e-5
29.6,0.0013420768644813506,3.141065502728335e-5
29.7,0.0013421725593640021,3.1295322130253845e-5
29.8,0.0013422704503366478,3.118714705246468e-5
29.9,0.0013423705761657597,3.108613739889527e-5
30.0,0.0013424729736213707,3.099228359737121e-5
30.1,0.0013425776775069665,3.090555903657456e-5
30.2,0.001342684720690666,3.082592027334926e-5
30.3,0.0013427941341376572,3.0753307308386564e-5
30.4,0.0013429059469437725,3.068764392854178e-5
30.5,0.0013430201863701499,3.0628838113410554e-5
30.6,0.0013431368778789334,3.057678250303925e-5
30.7,0.0013432560451698855,3.0531354923026424e-5
30.8,0.0013433777102178919,3.0492418962696393e-5
30.9,0.0013435018933112908,3.0459824601544732e-5
31.0,0.0013436286130909306,3.0433408878728914e-5
31.1,0.0013437578865899207,3.0412996600042813e-5
31.2,0.0013438897292740101,3.0398401076568156e-5
31.3,0.001344024155082518,3.038942488911699e-5
31.4,0.0013441611764698023,3.0385860672409194e-5
31.5,0.0013443008044471312,3.038749191309984e-5
31.6,0.001344443048625012,3.039409375578653e-5
31.7,0.0013445879172558136,3.0405433811357308e-5
31.8,0.0013447354172767053,3.0421272962345925e-5
31.9,0.0013448855543528565,3.044136616019025e-5
32.0,0.0013450383329208042,3.0465463209734137e-5
32.1,0.0013451937562319772,3.049330953669595e-5
32.2,0.0013453518263963583,3.05246469342444e-5
32.3,0.0013455125444261612,3.055921428530832e-5
32.4,0.0013456759102795722,3.0596748257659185e-5
32.5,0.0013458419229044414,3.063698396931821e-5
32.6,0.0013460105802819346,3.0679655622254697e-5
32.7,0.0013461818794700913,3.072449710278877e-5
32.8,0.001346355816647237,3.077124254754409e-5
32.9,0.0013465323871552453,3.0819626874150365e-5
33.0,0.0013467115855425916,3.086938627632375e-5
33.1,0.0013468934056071844,3.092025868319684e-5
33.2,0.0013470778404389252,3.097198418315679e-5
33.3,0.0013472648824619847,3.1024305412675605e-5
33.4,0.0013474545234767623,3.107696791082139e-5
33.5,0.001347646754701484,3.112972044042812e-5
33.6,0.001347841566813451,3.1182315276931014e-5
33.7,0.0013480389499898658,3.1234508466205954e-5
33.8,0.001348238893948268,3.128606005263279e-5
33.9,0.0013484413879864944,3.133673427889734e-5
34.0,0.0013486464210221965,3.138629975896518e-5
34.1,0.0013488539816318684,3.143452962575417e-5
34.2,0.0013490640580893672,3.148120165507504e-5
34.3,0.0013492766384039041,3.1526098367310536e-5
34.4,0.00134949171035752,3.15690071084609e-5
34.5,0.001349709261541968,3.16097201119712e-5
34.6,0.0013499292793950565,3.164803454284415e-5
34.7,0.0013501517512363812,3.168375252548799e-5
34.8,0.0013503766643024693,3.171668115661274e-5
34.9,0.0013506040057813078,3.174663250454438e-5
35.0,0.001350833762846243,3.177342359617409e-5
35.1,0.0013510659226892389,3.179687639277535e-5
35.2,0.001351300472553495,3.1816817755754925e-5
35.3,0.0013515373997653995,3.1833079403477986e-5
35.4,0.001351776691765823,3.1845497860091455e-5
35.5,0.0013520183361407196,3.18539143973202e-5
35.6,0.0013522623206510688,3.1858174970086365e-5
35.7,0.0013525086332621054,3.1858130146752966e-5
35.8,0.0013527572621718665,3.1853635034766825e-5
35.9,0.0013530081958390257,3.184454920234986e-5
36.0,0.001353261423010027,3.183073659689155e-5
36.1,0.0013535169327455016,3.181206546063115e-5
36.2,0.0013537747144459751,3.178840824416635e-5
36.3,0.0013540347578768405,3.175964151821846e-5
36.4,0.0013542970531926263,3.172564588419353e-5
36.5,0.0013545615909605277,3.1686305883864415e-5
36.6,0.001354828362183218,3.16415099085609e-5
36.7,0.0013550973583209246,3.159115010820059e-5
36.8,0.0013553685713127833,3.153512230046262e-5
36.9,0.0013556419935974598,3.147332588034884e-5
37.0,0.0013559176181330405,3.140566373041248e-5
37.1,0.001356195438416199,3.13320421318028e-5
37.2,0.0013564754485006312,3.1252370676401e-5
37.3,0.0013567576430147648,3.116656218013119e-5
37.4,0.001357042017178747,3.107453259766777e-5
37.5,0.0013573285668207079,3.097620093864787e-5
37.6,0.001357617288392298,3.08714891854726e-5
37.7,0.0013579081789835171,3.076032221287665e-5
37.8,0.0013582012363368321,3.064262770930075e-5
37.9,0.0013584964588605642,3.051833610018035e-5
38.0,0.0013587938456415954,3.0387380473198068e-5
38.1,0.0013590933964573563,3.0249696505627595e-5
38.2,0.0013593951117871234,3.0105222393737134e-5
38.3,0.0013596989928226111,2.995389878442176e-5
38.4,0.001360005041477895,2.9795668709016747e-5
38.5,0.0013603132603986284,2.9630477519412913e-5
38.6,0.001360623652970611,2.9458272826497242e-5
38.7,0.0013609362233276516,2.9279004440972596e-5
38.8,0.0013612509763587892,2.909262431663361e-5
38.9,0.001361567917714845,2.8899086496110603e-5
39.0,0.0013618870538143347,2.869834705918751e-5
39.1,0.0013622083918487006,2.84903640737657e-5
39.2,0.0013625319397869453,2.8275097549510143e-5
39.3,0.001362857706379605,2.8052509394295335e-5
39.4,0.0013631857011621043,2.7822563373585083e-5
39.5,0.0013635159344574956,2.7585225072778555e-5
39.6,0.0013638484173785885,2.7340461862748607e-5
39.7,0.0013641831618294662,2.708824286867094e-5
39.8,0.001364520180506419,2.6828538942354836e-5
39.9,0.0013648594868982842,2.6561322638269297e-5
40.0,0.0013652010952862005,2.6286568193523893e-5
40.1,0.001365545020742807,2.6004251512104922e-5
40.2,0.0013658912791308603,2.5714350153662435e-5
40.3,0.001366239887101315,2.541684332730292e-5
40.4,0.001366590862090846,2.5111711890787622e-5
40.5,0.001366944222318832,2.479893835573356e-5
40.6,0.0013672999867838196,2.447850689942994e-5
40.7,0.0013676581752594616,2.4150403383999696e-5
40.8,0.0013680188082899464,2.3814615383866514e-5
40.9,0.001368381907184917,2.347113222248427e-5
41.0,0.0013687474940139131,2.311994501965697e-5
41.1,0.0013691155916003006,2.276104675088019e-5
41.2,0.0013694862235147688,2.2394432320508984e-5
41.3,0.0013698594140683091,2.202009865085331e-5
41.4,0.001370235188304783,2.1638044789741864e-5
41.5,0.0013706135719930117,2.124827203967034e-5
41.6,0.0013709945916184358,2.085078411219719e-5
41.7,0.0013713782743743615,2.0445587312143493e-5
41.8,0.0013717646481527523,2.003269075715568e-5
41.9,0.0013721537415346409,1.9612106639342577e-5
42.0,0.0013725455837801208,1.918385053741059e-5
42.1,0.001372940204817959,1.8747941789667196e-5
42.2,0.0013733376352348125,1.8304403940813547e-5
42.3,0.001373737906264074,1.785326527877986e-5
42.4,0.0013741410497743643,1.739455948207816e-5
42.5,0.0013745470982576512,1.692832640373056e-5
42.6,0.0013749560848170344,1.6454613025072662e-5
42.7,0.0013753680431541888,1.5973474622419665e-5
42.8,0.0013757830075564817,1.5484976202383855e-5
42.9,0.001376201012883772,1.4989194279049169e-5
43.0,0.0013766220945548953,1.4486219089663637e-5
43.1,0.0013770462885338527,1.3976157377967767e-5
43.2,0.001377473631315708,1.3459135919167891e-5
43.3,0.0013779041599122042,1.2935306023657303e-5
43.4,0.001378337911837101,1.24048493463211e-5
43.5,0.001378774925091254,1.1867985457341563e-5
43.6,0.0013792152381474348,1.1324981818781148e-5
43.7,0.0013796588899349105,1.0776167090118017e-5
43.8,0.0013801059198237764,1.0221949104708328e-5
43.9,0.0013805563676090671,9.66283949836033e-6
44.0,0.0013810102734946514,9.09948796222759e-6
44.1,0.0013814676780769001,8.532730653861933e-6
44.2,0.0013819286223281727,7.963659799565872e-6
44.3,0.0013823931475800896,7.393725577072218e-6
44.4,0.0013828612955066341,6.824888015696442e-6
44.5,0.0013833331081070704,6.25984756834761e-6
44.6,0.0013838086276886945,5.702400667951769e-6
44.7,0.001384287896849426,5.157993637675131e-6
44.8,0.0013847709584602407,4.634583544425291e-6
44.9,0.0013852578556474773,4.143936133620122e-6
45.0,0.0013857486317749865,3.703402515579052e-6
45.1,0.0013862433304261685,3.3377247670623628e-6
45.2,0.001386741995385884,3.0790043278392765e-6
45.3,0.0013872446706222567,2.9609963724774374e-6
45.4,0.0013877514002683736,3.005850489766388e-6
45.5,0.0013882622286038862,3.2119337259745232e-6
45.6,0.0013887772000365204,3.5560198289118922e-6
45.7,0.0013892963590835209,4.006911270725779e-6
45.8,0.001389819750353006,4.536618699182868e-6
45.9,0.0013903474185252666,5.124107360556718e-6
46.0,0.0013908794083340038,5.754719334757169e-6
46.1,0.0013914157645475219,6.418479824699889e-6
46.2,0.0013919565319498763,7.108587562869454e-6
46.3,0.0013925017553219794,7.820340142542455e-6
46.4,0.0013930514794226873,8.550424346364548e-6
46.5,0.0013936057489698627,9.296457659544953e-6
46.6,0.0013941646086214198,1.0056691757630876e-5
46.7,0.0013947281029563629,1.0829818542771864e-5
46.8,0.0013952962764558338,1.1614841216878632e-5
46.9,0.0013958691734841544,1.2410987056238617e-5
47.0,0.0013964468382698903,1.3217647332631137e-5
47.1,0.0013970293148869272,1.4034335205164986e-5
47.2,0.001397616647235576,1.4860655714160393e-5
47.3,0.001398208879023725,1.5696284062787734e-5
47.4,0.001398806053748012,1.65409496666525e-5
47.5,0.001399408214675043,1.7394424279283845e-5
47.6,0.0014000154048226948,1.8256513039701087e-5
47.7,0.0014006276669414255,1.9127047643140648e-5
47.8,0.0014012450434957007,2.000588107414708e-5
47.9,0.0014018675766454469,2.0892883502965726e-5
48.0,0.0014024953082276235,2.1787939057654072e-5
48.1,0.0014031282797378395,2.269094326238998e-5
48.2,0.0014037665323120866,2.36018009873457e-5
48.3,0.0014044101067085604,2.4520424795101648e-5
48.4,0.0014050590432895694,2.544673359697137e-5
48.5,0.0014057133820035697,2.6380651553533923e-5
48.6,0.0014063731623672991,2.7322107168994192e-5
48.7,0.0014070384234480353,2.8271032540560264e-5
48.8,0.0014077092038459733,2.9227362732534032e-5
48.9,0.0014083855416767352,3.019103525147776e-5
49.0,0.0014090674745540106,3.116198960368473e-5
49.1,0.0014097550395723371,3.214016692015718e-5
49.2,0.0014104482732900292,3.31255096371487e-5
49.3,0.0014111472117122506,3.4117961222789324e-5
49.4,0.001411851890274255,3.511746594200831e-5
49.5,0.0014125623438247632,3.612396865353198e-5
49.6,0.001413278606609533,3.713741463377591e-5
49.7,0.0014140007122550732,3.8157749423481775e-5
49.8,0.0014147286937525566,3.918491869358601e-5
49.9,0.0014154625834418976,4.021886812744475e-5
50.0,0.001416202412996009,4.1259543317064e-5
50.1,0.001416948213405271,4.230688967129418e-5
50.2,0.0014177000149621715,4.336085233434389e-5
50.3,0.0014184578472461538,4.442137611319405e-5
50.4,0.001419221739108666,4.5488405412734005e-5
50.5,0.0014199917186584244,4.6561884177601784e-5
50.6,0.0014207678132468697,4.764175583988563e-5
50.7,0.0014215500494538643,4.8727963271964184e-5
50.8,0.0014223384530735912,4.982044874382777e-5
50.9,0.0014231330491006795,5.091915388439255e-5
51.0,0.0014239338617165686,5.202401964635164e-5
51.1,0.0014247409142760937,5.3134986274103426e-5
51.2,0.0014255542292943091,5.4251993274497746e-5
51.3,0.0014263738284335681,5.537497939006242e-5
51.4,0.0014271997324908116,5.650388257446694e-5
51.5,0.0014280319613851455,5.763863996998915e-5
51.6,0.0014288705341456425,5.8779187886810006e-5
51.7,0.001429715468899408,5.992546178396133e-5
51.8,0.001430566782859905,6.107739625178468e-5
51.9,0.0014314244923155403,6.223492499574688e-5
52.0,0.0014322886126185116,6.339798082155081e-5
52.1,0.001433159158173938,6.456649562138236e-5
52.2,0.0014340361424292477,6.574040036127274e-5
52.3,0.001434919577863846,6.691962506943766e-5
52.4,0.0014358094759790673,6.810409882555272e-5
52.5,0.0014367058472883963,6.929374975094091e-5
52.6,0.0014376087013079908,7.048850499955185e-5
52.7,0.0014385180465474844,7.168829074973937e-5
52.8,0.00143943389050107,7.289303219678337e-5
52.9,0.001440356239638889,7.410265354610656e-5
53.0,0.0014412850993987215,7.531707800717403e-5
53.1,0.0014422204741779572,7.653622778803899e-5
53.2,0.0014431623673258783,7.776002409051132e-5
53.3,0.0014441107811362435,7.898838710591537e-5
53.4,0.0014450657168401902,8.022123601144715e-5
53.5,0.0014460271745994201,8.145848896708612e-5
53.6,0.0014469951534997162,8.270006311305972e-5
53.7,0.0014479696515447636,8.394587456783243e-5
53.8,0.0014489506656502912,8.519583842664705e-5
53.9,0.0014499381916385154,8.644986876054866e-5
54.0,0.0014509322242329283,8.770787861594141e-5
54.1,0.001451932757053375,8.896978001462316e-5
54.2,0.0014529397826114742,9.023548395431498e-5
54.3,0.0014539532923063651,9.150490040969264e-5
54.4,0.0014549732764207607,9.277793833386567e-5
54.5,0.0014559997241173318,9.405450566036204e-5
54.6,0.0014570326234354506,9.533450930556569e-5
54.7,0.0014580719612882077,9.661785517160395e-5
54.8,0.0014591177234598094,9.79044481497394e-5
54.9,0.001460169894603281,9.919419212419699e-5
55.0,0.0014612284582385018,0.00010048698997643014
55.1,0.0014622933967505913,0.0001017827435898759
55.2,0.0014633646913886043,0.00010308135385514431
55.3,0.001464442322264583,0.00010438272067565615
55.4,0.001465526268352926,0.00010568674297374197
55.5,0.0014666165074901094,0.00010699331869717238
55.6,0.0014677130163747287,0.0001083023448261427
55.7,0.0014688157705678936,0.00010961371738070723
55.8,0.0014699247444939269,0.00011092733142863523
55.9,0.0014710399114414533,0.00011224308109373426
56.0,0.0014721612435647591,0.000113560859564582
56.1,0.0014732887118855495,0.00011488055910373135
56.2,0.0014744222862949935,0.00011620207105732441
