Ts,Cv
10.0,0.061333120131223405
11.0,0.09664132118021582
12.0,0.14545372047861677
13.0,0.21102332550131944
14.0,0.2961950820629008
15.0,0.40291965229353616
16.0,0.5319450011841679
17.0,0.682701632179023
18.0,0.8533538262364082
19.0,1.040972952701154
20.0,1.2417879595239913
21.0,1.4514736641959112
22.0,1.6654447338589857
23.0,1.8791304649248568
24.0,2.0882122708155
25.0,2.2888122110497457
26.0,2.4776269121582226
27.0,2.6520066330061436
28.0,2.809983707235426
29.0,2.9502578784920743
30.0,3.072147995696237
31.0,3.175520198286118
32.0,3.2607022951544793
33.0,3.328392821590942
34.0,3.379571578056888
35.0,3.415416612125312
36.0,3.437230837719267
37.0,3.446379951129558
38.0,3.4442420816221557
39.0,3.4321687240302037
40.0,3.4114559187944646
41.0,3.3833243209019335
42.0,3.3489066766703925
43.0,3.309241246709451
44.0,3.2652698254935077
45.0,3.2178391717618284
46.0,3.167704848192793
47.0,3.115536654319149
48.0,3.0619250082731035
49.0,3.0073877854097257
50.0,2.9523772504926504
51.0,2.89728682639648
52.0,2.842457526388285
53.0,2.788183942763554
54.0,2.7347197337866036
55.0,2.6822825870523546
56.0,2.6310586628492656
57.0,2.5812065383559752
58.0,2.532860684349107
59.0,2.486134512289574
60.0,2.4411230324492026
61.0,2.397905164077062
62.0,2.3565457373385947
63.0,2.317097224479275
64.0,2.279601234804368
65.0,2.244089804753078
66.0,2.210586511203026
67.0,2.1791074328863176
68.0,2.1496619817252967
69.0,2.122253623193366
70.0,2.096880502128802
71.0,2.0735359882302498
72.0,2.0522091533754496
73.0,2.0328851911274737
74.0,2.0155457872209404
75.0,2.0001694484981716
76.0,1.986731796544089
77.0,1.9752058313348555
78.0,1.9655621693129992
79.0,1.957769259608643
80.0,1.951793581503951
81.0,1.947599825728971
82.0,1.9451510617626957
83.0,1.9444088928933714
84.0,1.945333600590255
85.0,1.9478842793959867
86.0,1.9520189633909881
87.0,1.9576947451046296
88.0,1.964867887603744
89.0,1.9734939303632988
90.0,1.9835277894455532
91.0,1.994923852431248
92.0,2.007636068470509
93.0,2.021618033785551
94.0,2.0368230729063295
95.0,2.0532043158836606
96.0,2.070714771700036
97.0,2.0893073980705803
98.0,2.108935167811602
99.0,2.1295511319307043
100.0,2.151108479584433
101.0,2.1735605950391323
102.0,2.196861111752422
103.0,2.2209639636930945
104.0,2.245823433999374
105.0,2.271394201087531
106.0,2.2976313822843673
107.0,2.3244905750952762
108.0,2.351927896166679
109.0,2.379900018038712
110.0,2.408364203752506
111.0,2.437278339384697
112.0,2.466600964572056
113.0,2.496291301095414
114.0,2.526309279574317
115.0,2.5566155643289967
116.0,2.587171576469115
117.0,2.617939515255756
118.0,2.648882377780739
119.0,2.6799639770180836
120.0,2.7111489582814956
121.0,2.742402814140249
122.0,2.7736918978239986
123.0,2.8049834351632708
124.0,2.8362455351004683
125.0,2.8674471988054475
126.0,2.898558327436481
127.0,2.929549728579095
128.0,2.9603931213961276
129.0,2.991061140527343
130.0,3.0215273387665706
131.0,3.0517661885524174
132.0,3.0817530823106023
133.0,3.1114643316708297
134.0,3.1408771656039276
135.0,3.1699697275007113
136.0,3.1987210712376424
137.0,3.2271111562536507
138.0,3.2551208416781314
139.0,3.282731879543726
140.0,3.3099269071169823
141.0,3.3366894383824826
142.0,3.3630038547185928
143.0,3.388855394794848
144.0,3.414230143734288
145.0,3.4391150215682753
146.0,3.4634977710286985
147.0,3.48736694470921
148.0,3.510711891630454
149.0,3.533522743251788
150.0,3.5557903989598185
151.0,3.577506511075052
152.0,3.5986634694098756
153.0,3.619254385415459
154.0,3.6392730759534064
155.0,3.6587140467278902
156.0,3.677572475411676
157.0,3.6958441945039886
158.0,3.7135256739516955
159.0,3.7306140035671214
160.0,3.7471068752792576
161.0,3.76300256524553
162.0,3.7782999158593236
163.0,3.792998317682226
164.0,3.807097691331859
165.0,3.820598469353067
166.0,3.8335015781012967
167.0,3.8458084196650497
168.0,3.8575208538539143
169.0,3.8686411802751444
170.0,3.8791721205259164
171.0,3.8891168005218186
172.0,3.8984787329828725
173.0,3.9072618001001933
174.0,3.91547023640072
175.0,3.923108611828815
176.0,3.9301818150624857
177.0,3.936695037080541
178.0,3.942653754993775
179.0,3.9480637161579524
180.0,3.9529309225763427
181.0,3.957261615608754
182.0,3.9610622609928274
183.0,3.9643395341920393
184.0,3.9671003060742405
185.0,3.9693516289325945
186.0,3.9711007228515753
187.0,3.972354962428515
188.0,3.9731218638491588
189.0,3.973409072328335
190.0,3.973224349911924
191.0,3.9725755636476365
192.0,3.9714706741226697
193.0,3.969917724370914
194.0,3.967924829148259
195.0,3.9655001645764876
196.0,3.9626519581535065
197.0,3.959388479128469
198.0,3.955718029238712
199.0,3.9516489338061005
200.0,3.9471895331891034
201.0,3.9423481745856024
202.0,3.93713320418321
203.0,3.9315529596513112
204.0,3.9256157629705144
205.0,3.9193299135918815
206.0,3.9127036819235075
207.0,3.9057453031339113
208.0,3.8984629712700514
209.0,3.890864833679616
210.0,3.8829589857338207
211.0,3.874753465841262
212.0,3.866256250747058
213.0,3.8574752511097237
214.0,3.8484183073480747
215.0,3.839093185750402
216.0,3.8295075748398353
217.0,3.8196690819865258
218.0,3.809585230259786
219.0,3.7992634555134717
220.0,3.788711103695469
221.0,3.777935428374555
222.0,3.7669435884773605
223.0,3.7557426462277417
224.0,3.7443395652806046
225.0,3.732741209043993
226.0,3.720954339180953
227.0,3.7089856142856514
228.0,3.6968415887248196
229.0,3.684528711639344
230.0,3.672053326098072
231.0,3.6594216683978797
232.0,3.646639867503376
233.0,3.633713944619245
234.0,3.620649812889892
235.0,3.6074532772197356
236.0,3.594130034208547
237.0,3.580685672195794
238.0,3.567125671408405
239.0,3.5534554042064213
240.0,3.539680135421648
241.0,3.525805022783811
242.0,3.5118351174287294
243.0,3.4977753644848204
244.0,3.483630603732054
245.0,3.469405570329693
246.0,3.455104895607952
247.0,3.440733107919502
248.0,3.42629463354651
249.0,3.4117937976600734
250.0,3.397234825326881
251.0,3.3826218425611896
252.0,3.3679588774165445
253.0,3.353249861116347
254.0,3.338498629217771
255.0,3.323708922807215
256.0,3.3088843897239903
257.0,3.294028585809851
258.0,3.2791449761804348
259.0,3.2642369365176807
260.0,3.24930775437955
261.0,3.2343606305251833
262.0,3.2193986802530605
263.0,3.2044249347504885
264.0,3.1894423424516933
265.0,3.17445377040311
266.0,3.159462005634088
267.0,3.1444697565308197
268.0,3.1294796542124486
269.0,3.114494253907351
270.0,3.099516036328366
271.0,3.0845474090456624
272.0,3.0695907078557347
273.0,3.054648198145483
274.0,3.0397220762503503
275.0,3.0248144708049525
276.0,3.0099274440861166
277.0,2.9950629933462896
278.0,2.98022305213741
279.0,2.9654094916238405
280.0,2.95062412188387
281.0,2.935868693199354
282.0,2.921144897331734
283.0,2.9064543687859343
284.0,2.891798686059059
285.0,2.87717937287579
286.0,2.8625978994079744
287.0,2.8480556834798745
288.0,2.833554091757163
289.0,2.8190944409203404
290.0,2.8046779988218145
291.0,2.7903059856265218
292.0,2.7759795749361746
293.0,2.761699894896081
294.0,2.7474680292856286
295.0,2.733285018591032
296.0,2.719151861061205
297.0,2.705069513746322
298.0,2.6910388935188365
299.0,2.6770608780771923
300.0,2.6631363069320253
301.0,2.6492659823753386
302.0,2.635450670431684
303.0,2.6216911017926803
304.0,2.6079879727337145
305.0,2.5943419460138983
306.0,2.580753651758517
307.0,2.567223688324906
308.0,2.5537526231510883
309.0,2.5403409935878303
310.0,2.526989307714176
311.0,2.5136980451362314
312.0,2.5004676577699185
313.0,2.4872985706074235
314.0,2.474191182467758
315.0,2.4611458667314565
316.0,2.44816297205967
317.0,2.4352428230977656
318.0,2.4223857211640065
319.0,2.4095919449227243
320.0,2.3968617510430574
321.0,2.3841953748428413
322.0,2.3715930309182855
323.0,2.359054913759144
324.0,2.3465811983503166
325.0,2.3341720407593325
326.0,2.3218275787103093
327.0,2.309547932144989
328.0,2.297333203770035
329.0,2.285183479591864
330.0,2.273098829438856
331.0,2.261079307470707
332.0,2.2491249526759933
333.0,2.2372357893573995
334.0,2.2254118276054227
335.0,2.2136530637602037
336.0,2.201959480862293
337.0,2.190331049092092
338.0,2.1787677261984557
339.0,2.167269457916477
340.0,2.1558361783748463
341.0,2.144467810492931
342.0,2.1331642663677073
343.0,2.1219254476508365
344.0,2.1107512459160294
