Ts,cvs_avg,err
10.0,5.872100655041439e-6,9.688563122491154e-8
11.0,9.215007418689014e-6,1.631232582677315e-7
12.0,1.3808051565826168e-5,2.806338270766e-7
13.0,1.9944716979563272e-5,4.7338482781012874e-7
14.0,2.7879815413889613e-5,7.59186691761556e-7
15.0,3.77841811272176e-5,1.14784464809225e-6
16.0,4.9715884180828306e-5,1.6402929951986276e-6
17.0,6.360961544152052e-5,2.2281982008998666e-6
18.0,7.928179405294993e-5,2.8943668482091513e-6
19.0,9.644735543586114e-5,3.614039123432942e-6
20.0,0.00011474400275740034,4.356938689257656e-6
21.0,0.00013376014028210106,5.089835880027314e-6
22.0,0.00015306333175747728,5.779319904492207e-6
23.0,0.00017222678518362996,6.3944600175932225e-6
24.0,0.00019085202456032432,6.909067137520254e-6
25.0,0.00020858656531384229,7.303340757101269e-6
26.0,0.00022513604490256517,7.564786283891601e-6
27.0,0.00024027083618890013,7.688394686013135e-6
28.0,0.0002538276446995463,7.676169623993934e-6
29.0,0.0002657069275598315,7.536152869038111e-6
30.0,0.0002758671575215359,7.281130680635981e-6
31.0,0.00028431699857118766,6.927203782701854e-6
32.0,0.000291106386754029,6.492379102707428e-6
33.0,0.00029631735776231,5.995302536029127e-6
34.0,0.0003000552697090355,5.454208452884212e-6
35.0,0.00030244086844814593,4.886121205088104e-6
36.0,0.0003036034581478636,4.306311472169207e-6
37.0,0.00030367528623068417,3.7279883591319503e-6
38.0,0.00030278713531583357,3.1621977153644307e-6
39.0,0.00030106503502567365,2.617899843849337e-6
40.0,0.0002986279589482916,2.102223197717753e-6
41.0,0.0002955863502010127,1.6209668566109798e-6
42.0,0.0002920413160166084,1.1796957340324014e-6
43.0,0.00028808434126543966,7.869969862849661e-7
44.0,0.00028379738762245623,4.686651603684192e-7
45.0,0.0002792532652331509,3.2893488444016666e-7
46.0,0.00027451618445922257,4.58579526682377e-7
47.0,0.0002696424148262504,6.798538656719184e-7
48.0,0.0002646809956621631,9.007556343531301e-7
49.0,0.00025967445767594434,1.1026366480874657e-6
50.0,0.0002546595268233084,1.281836662480898e-6
51.0,0.00024966779140982355,1.4384214037805973e-6
52.0,0.00024472632078249395,1.5736428555976e-6
53.0,0.00023985822949593316,1.6891638889564168e-6
54.0,0.0002350831848477274,1.7867617253863673e-6
55.0,0.00023041785847222268,1.8681956562112543e-6
56.0,0.0002258763245363561,1.935142532133569e-6
57.0,0.0002214704082253333,1.989164658513915e-6
58.0,0.00021720998882735358,2.0316950512851108e-6
59.0,0.00021310326197403965,2.0640327682120237e-6
60.0,0.000209156965582209,2.087344371437951e-6
61.0,0.00020537657386079074,2.102669182090773e-6
62.0,0.00020176646345922218,2.1109268405734984e-6
63.0,0.0001983300554878738,2.1129261826790104e-6
64.0,0.0001950699367704751,2.1093747541193992e-6
65.0,0.0001919879633161445,2.100888495142909e-6
66.0,0.00018908534863958147,2.088001273320528e-6
67.0,0.00018636273922164356,2.071174048235103e-6
68.0,0.0001838202790940953,2.0508035295017945e-6
69.0,0.0001814576652540824,2.0272302471661315e-6
70.0,0.00017927419536618427,2.0007459963403914e-6
71.0,0.00017726880899170277,1.9716006496040455e-6
72.0,0.00017544012339438443,1.940008353918019e-6
73.0,0.00017378646480678097,1.9061531456370012e-6
74.0,0.0001723058958994775,1.8701940292903995e-6
75.0,0.0001709962400739672,1.8322695744560647e-6
76.0,0.00016985510309660504,1.792502091392858e-6
77.0,0.000168879892503562,1.7510014510948452e-6
78.0,0.00016806783513292474,1.7078686199586945e-6
79.0,0.00016741599307814998,1.6631989841501164e-6
80.0,0.0001669212783052946,1.6170855448519735e-6
81.0,0.00016658046613330374,1.5696220737530636e-6
82.0,0.0001663902077408355,1.5209063293667046e-6
83.0,0.00016634704183349734,1.4710434501431651e-6
84.0,0.0001664474055809705,1.4201496610340505e-6
85.0,0.00016668764491347546,1.3683564574322193e-6
86.0,0.00016706402425063207,1.315815465235252e-6
87.0,0.00016757273572241488,1.262704218388786e-6
88.0,0.00016820990793103756,1.2092331438161332e-6
89.0,0.00016897161429380982,1.1556540917916008e-6
90.0,0.00016985388099991265,1.1022707819149913e-6
91.0,0.0001708526946083333,1.0494515174756288e-6
92.0,0.00017196400930961293,9.976443885826395e-7
93.0,0.0001731837538704118,9.473948182403294e-7
94.0,0.00017450783827696503,8.993645101092203e-7
95.0,0.0001759321600911872,8.543493556693015e-7
96.0,0.00017745261053132738,8.132913719658672e-7
97.0,0.00017906508028761302,7.77276271742645e-7
98.0,0.00018076546508214906,7.475047463118628e-7
99.0,0.00018254967098140667,7.252247190651384e-7
100.0,0.00018441361946889038,7.116183694951143e-7
101.0,0.00018635325228496635,7.076552493142123e-7
102.0,0.00018836453604034674,7.139470263644593e-7
103.0,0.00019044346660932019,7.306539562755735e-7
104.0,0.00019258607330847945,7.574802885683804e-7
105.0,0.00019478842286640982,7.937578285046352e-7
106.0,0.00019704662318956322,8.385803060304724e-7
107.0,0.00019935682692931388,8.909406207285015e-7
108.0,0.00020171523485501043,9.498379638559512e-7
109.0,0.00020411809903766437,1.0143444112127688e-6
110.0,0.0002065617258487557,1.0836363261382637e-6
111.0,0.00020904247877849658,1.1570016882980102e-6
112.0,0.00021155678107776508,1.2338337965000268e-6
113.0,0.00021410111822779744,1.313618796113047e-6
114.0,0.00021667204024162305,1.395921508581537e-6
115.0,0.00021926616380112322,1.4803718850244177e-6
116.0,0.00022188017423351058,1.5666530797522713e-6
117.0,0.00022451082733094142,1.6544914151297977e-6
118.0,0.00022715495101690813,1.7436481576773286e-6
119.0,0.00022980944686299502,1.8339128822764894e-6
120.0,0.0002324712914595317,1.9250981651206315e-6
121.0,0.0002351375376436364,2.0170353591243283e-6
122.0,0.0002378053155881051,2.1095712376685176e-6
123.0,0.00024047183375458113,2.2025653289212312e-6
124.0,0.0002431343797144217,2.2958877970045558e-6
125.0,0.00024579032084066455,2.3894177555267957e-6
126.0,0.0002484371048744991,2.4830419230758983e-6
127.0,0.00025107226036964644,2.5766535495658335e-6
128.0,0.00025369339701806305,2.6701515576014787e-6
129.0,0.00025629820586039223,2.7634398549703893e-6
130.0,0.0002588844593846075,2.856426783716295e-6
131.0,0.0002614500115163108,2.9490246785202265e-6
132.0,0.00026399279750416823,3.0411495127772845e-6
133.0,0.00026651083370399275,3.1327206151956316e-6
134.0,0.0002690022172650057,3.223660443197533e-6
135.0,0.0002714651257218322,3.313894402127122e-6
136.0,0.00027389781649581204,3.403350701417875e-6
137.0,0.0002762986263092249,3.4919602405555075e-6
138.0,0.0002786659705160558,3.579656519034908e-6
139.0,0.0002809983423529341,3.666375565576011e-6
140.0,0.0002832943121139036,3.7520558827216156e-6
141.0,0.00028555252625268494,3.836638403645431e-6
142.0,0.00028777170641609867,3.9200664585512745e-6
143.0,0.000289950648412322,4.00228574850256e-6
144.0,0.0002920882211176448,4.083244324894783e-6
145.0,0.0002941833653253854,4.162892573087943e-6
146.0,0.0002962350925406095,4.241183198972009e-6
147.0,0.0002982424837242792,4.318071217442037e-6
148.0,0.0003002046879904315,4.393513941934538e-6
149.0,0.00030212092125995565,4.467470974330025e-6
150.0,0.00030399046487450263,4.539904194632756e-6
151.0,0.000305812664174016,4.6107777499631735e-6
152.0,0.0003075869270413251,4.680058042464571e-6
153.0,0.00030931272241719113,4.747713715819057e-6
154.0,0.0003109895787891331,4.813715640116181e-6
155.0,0.00031261708265729757,4.878036894884719e-6
156.0,0.0003141948769805702,4.940652750139008e-6
157.0,0.00031572265960604757,5.0015406453295045e-6
158.0,0.0003172001816849111,5.060680166133035e-6
159.0,0.00031862724607766837,5.1180530190374805e-6
160.0,0.000320003705751627,5.173643003708383e-6
161.0,0.00032132946217338916,5.227435983147544e-6
162.0,0.00032260446369905603,5.27941985167446e-6
163.0,0.0003238287039647339,5.329584500774167e-6
164.0,0.00032500222027983676,5.377921782878804e-6
165.0,0.00032612509202558005,5.424425473153715e-6
166.0,0.0003271974390609567,5.469091229378722e-6
167.0,0.00032821942013838045,5.511916550015755e-6
168.0,0.00032919123133108206,5.5529007305732115e-6
169.0,0.0003301131044742282,5.5920448183701015e-6
170.0,0.0003309853056216404,5.629351565823633e-6
171.0,0.00033180813351986965,5.6648253823720155e-6
172.0,0.0003325819181012886,5.698472285164506e-6
173.0,0.00033330701899774985,5.730299848633977e-6
174.0,0.0003339838240762587,5.76031715308927e-6
175.0,0.00033461274799800075,5.7885347324453605e-6
176.0,0.0003351942308019674,5.814964521222636e-6
177.0,0.00033572873651431463,5.83961980094102e-6
178.0,0.0003362167517845023,5.862515146033787e-6
179.0,0.0003366587845491475,5.883666369398809e-6
180.0,0.0003370553627244522,5.903090467715967e-6
181.0,0.00033740703292795194,5.920805566639505e-6
182.0,0.0003377143592302571,5.93683086598268e-6
183.0,0.00033797792193736623,5.951186585002864e-6
184.0,0.0003381983164040434,5.963893907899017e-6
185.0,0.0003383761518786774,5.974974929611614e-6
186.0,0.0003385120503799541,5.9844526020340014e-6
187.0,0.0003386066456056057,5.992350680722552e-6
188.0,0.0003386605818734199,5.998693672190148e-6
189.0,0.0003386745130946327,6.003506781874015e-6
190.0,0.0003386491017797548,6.006815862847541e-6
191.0,0.0003385850180768196,6.0086473653548654e-6
192.0,0.00033848293884199083,6.009028287233104e-6
193.0,0.00033834354674239464,6.0079861252838995e-6
194.0,0.0003381675293910071,6.0055488276560005e-6
195.0,0.0003379555785133605,6.001744747287419e-6
196.0,0.0003377083891458029,5.9966025964557274e-6
197.0,0.00033742665886498275,5.9901514024828405e-6
198.0,0.00033711108704820666,5.982420464623838e-6
199.0,0.00033676237416427297,5.973439312187347e-6
200.0,0.0003363812210943457,5.963237663896449e-6
201.0,0.00033596832848241186,5.951845388538468e-6
202.0,0.00033552439611482635,5.939292466899784e-6
203.0,0.0003350501223284282,5.925608955021404e-6
204.0,0.00033454620344668427,5.91082494877466e-6
205.0,0.00033401333324330115,5.894970549774292e-6
206.0,0.0003334522024327177,5.878075832623751e-6
207.0,0.00033286349818688457,5.860170813506769e-6
208.0,0.0003322479036777159,5.841285420112608e-6
209.0,0.0003316060976445867,5.8214494628946395e-6
210.0,0.0003309387539862458,5.800692607657521e-6
211.0,0.0003302465413764935,5.77904434945395e-6
212.0,0.00032953012290298295,5.756533987788643e-6
213.0,0.0003287901557284827,5.73319060310714e-6
214.0,0.00032802729077395016,5.709043034553034e-6
215.0,0.0003272421724227514,5.6841198589781945e-6
216.0,0.0003264354382453752,5.658449371178862e-6
217.0,0.0003256077187439744,5.6320595653418595e-6
218.0,0.0003247596371160915,5.604978117668186e-6
219.0,0.0003238918090369106,5.577232370157471e-6
220.0,0.00032300484245938806,5.548849315518431e-6
221.0,0.00032209933743162903,5.519855583184026e-6
222.0,0.0003211758859308722,5.490277426395095e-6
223.0,0.00032023507171345775,5.460140710332502e-6
224.0,0.00031927747018016317,5.4294709012578255e-6
225.0,0.00031830364825630023,5.398293056639059e-6
226.0,0.00031731416428597433,5.36663181622629e-6
227.0,0.0003163095679399191,5.334511394045795e-6
228.0,0.00031529040013633327,5.301955571285478e-6
229.0,0.00031425719297415084,5.268987690031397e-6
230.0,0.000313210469678199,5.2356306478324515e-6
231.0,0.00031215074455569544,5.201906893056099e-6
232.0,0.00031107852296356417,5.167838421002576e-6
233.0,0.00030999430128605325,5.133446770751841e-6
234.0,0.00030889856692214963,5.098753022706773e-6
235.0,0.00030779179828230714,5.0637777968018285e-6
236.0,0.0003066744647940095,5.028541251351096e-6
237.0,0.00030554702691570624,4.993063082501646e-6
238.0,0.00030440993615867554,4.957362524262455e-6
239.0,0.0003032636351163746,4.921458349084634e-6
240.0,0.00030210855750086046,4.885368868956359e-6
241.0,0.00030094512818587,4.849111936994693e-6
242.0,0.000299773763256163,4.812704949497503e-6
243.0,0.0002985948700627502,4.776164848435803e-6
244.0,0.0002974088472836335,4.739508124355846e-6
245.0,0.0002962160849897042,4.702750819669507e-6
246.0,0.0002950169647154564,4.665908532306638e-6
247.0,0.00029381185953418146,4.6289964197037e-6
248.0,0.00029260113413733056,4.592029203111633e-6
249.0,0.00029138514491773636,4.555021172190173e-6
250.0,0.00029016424005639526,4.517986189882197e-6
251.0,0.0002889387596125375,4.480937697529933e-6
252.0,0.0002877090356167035,4.44388872022635e-6
253.0,0.00028647539216657657,4.406851872378393e-6
254.0,0.00028523814552531076,4.369839363458864e-6
255.0,0.00028399760422213237,4.3328630039334254e-6
256.0,0.00028275406915496916,4.295934211347729e-6
257.0,0.00028150783369490636,4.259064016554105e-6
258.0,0.00028025918379224676,4.22226307006013e-6
259.0,0.00027900839808399114,4.185541648492296e-6
260.0,0.00027775574800254003,4.148909661149821e-6
261.0,0.00027650149788544177,4.1123766566450205e-6
262.0,0.0002752459050860175,4.075951829609471e-6
263.0,0.00027398922008469443,4.03964402745766e-6
264.0,0.0002727316866009059,4.003461757192216e-6
265.0,0.0002714735417053963,3.967413192248644e-6
266.0,0.0002702150159328082,3.931506179356987e-6
267.0,0.0002689563333944123,3.895748245416861e-6
268.0,0.00026769771189085714,3.860146604377141e-6
269.0,0.0002664393630248273,3.824708164110468e-6
270.0,0.0002651814923134951,3.7894395332698103e-6
271.0,0.00026392429930066776,3.7543470281288516e-6
272.0,0.0002626679776685273,3.719436679384604e-6
273.0,0.0002614127153488771,3.6847142389312884e-6
274.0,0.00026015869463380975,3.6501851865878994e-6
275.0,0.0002589060922857127,3.6158547367741908e-6
276.0,0.0002576550796465427,3.581727845137535e-6
277.0,0.0002564058227462942,3.5478092151146385e-6
278.0,0.0002551584824106031,3.5141033044324278e-6
279.0,0.00025391321436742375,3.480614331536697e-6
280.0,0.00025267016935272263,3.447346281950034e-6
281.0,0.0002514294932151381,3.4143029145509702e-6
282.0,0.00025019132701956527,3.381487767774154e-6
283.0,0.00024895580714961166,3.3489041657254668e-6
284.0,0.0002477230654088999,3.316555224213937e-6
285.0,0.00024649322912116385,3.2844438566899436e-6
286.0,0.0002452664212291247,3.252572780095688e-6
287.0,0.00024404276039210018,3.220944520625735e-6
288.0,0.00024282236108233825,3.1895614193844986e-6
289.0,0.0002416053336800368,3.158425637955197e-6
290.0,0.00024039178456703976,3.127539163869255e-6
291.0,0.00023918181621918736,3.0969038159742957e-6
292.0,0.00023797552729730594,3.066521249706016e-6
293.0,0.00023677301273682688,3.0363929622601437e-6
294.0,0.00023557436383601983,3.006520297661543e-6
295.0,0.0002343796683428362,2.9769044517331968e-6
296.0,0.00023318901054035417,2.9475464769659455e-6
297.0,0.0002320024713308208,2.918447287285198e-6
298.0,0.00023082012831828912,2.8896076627161404e-6
299.0,0.00022964205588984804,2.861028253952706e-6
300.0,0.00022846832529544838,2.8327095868184967e-6
301.0,0.00022729900472632223,2.804652066636445e-6
302.0,0.0002261341593920043,2.7768559824916927e-6
303.0,0.00022497385159595383,2.7493215114012783e-6
304.0,0.00022381814080979005,2.722048722381834e-6
305.0,0.00022266708374614233,2.69503758042501e-6
306.0,0.00022152073443012314,2.6682879503709e-6
307.0,0.00022037914426944,2.641799600692222e-6
308.0,0.0002192423621231442,2.6155722071797015e-6
309.0,0.00021811043436904058,2.5896053565382523e-6
310.0,0.00021698340496975664,2.563898549889017e-6
311.0,0.00021586131553749457,2.538451206181521e-6
312.0,0.00021474420539747152,2.5132626655171828e-6
313.0,0.0002136321116500647,2.4883321923842686e-6
314.0,0.00021252506923167516,2.463658978805689e-6
315.0,0.000211423110974324,2.439242147404843e-6
316.0,0.00021032626766399583,2.4150807543810257e-6
317.0,0.00020923456809774805,2.3911737924095356e-6
318.0,0.00020814803913959425,2.367520193457011e-6
319.0,0.00020706670577518772,2.3441188315170276e-6
320.0,0.00020599059116531307,2.32096852526988e-6
321.0,0.00020491971669820623,2.2980680406628293e-6
322.0,0.00020385410204072193,2.275416093418386e-6
323.0,0.0002027937651883579,2.2530113514659474e-6
324.0,0.00020173872251416362,2.230852437304653e-6
325.0,0.00020068898881654197,2.208937930290724e-6
326.0,0.00019964457736596476,2.1872663688621904e-6
327.0,0.00019860549995062018,2.16583625269003e-6
328.0,0.00019757176692101024,2.1446460447656656e-6
329.0,0.0001965433872335103,2.123694173425313e-6
330.0,0.00019552036849291806,2.1029790343069406e-6
331.0,0.00019450271699399807,2.0824989922498757e-6
332.0,0.00019349043776204988,2.0622523831304315e-6
333.0,0.00019248353459250914,2.0422375156414144e-6
334.0,0.00019148201008960348,2.0224526730124567e-6
335.0,0.00019048586570408077,2.0028961146743674e-6
336.0,0.0001894951017700228,1.9835660778696627e-6
337.0,0.0001885097175407663,1.964460779208406e-6
338.0,0.00018752971122394476,1.9455784161732687e-6
339.0,0.00018655508001567226,1.9269171685725605e-6
340.0,0.00018558582013387842,1.9084751999458596e-6
341.0,0.00018462192685082002,1.8902506589190234e-6
342.0,0.0001836633945247803,1.8722416805153055e-6
343.0,0.00018271021663097075,1.8544463874164169e-6
344.0,0.00018176238579165795,1.8368628911855647e-6
345.0,0.0001808198938055246,1.8194892934405506e-6
346.0,0.00017988273167628471,1.8023236869906282e-6
347.0,0.0001789508896405668,1.785364156928202e-6
348.0,0.00017802435719507854,1.7686087816842246e-6
349.0,0.00017710312312307452,1.7520556340422177e-6
350.0,0.00017618717552013202,1.7357027821161724e-6
351.0,0.0001752765018192597,1.7195482902937028e-6
352.0,0.00017437108881534707,1.7035902201395669e-6
353.0,0.0001734709226889693,1.6878266312694479e-6
354.0,0.0001725759890295667,1.6722555821866254e-6
355.0,0.00017168627285800623,1.656875131090182e-6
356.0,0.0001708017586485427,1.6416833366473746e-6
357.0,0.00016992243035019198,1.626678258739515e-6
358.0,0.00016904827140752754,1.611857959176537e-6
359.0,0.00016817926478091891,1.5972205023809657e-6
360.0,0.000167315392966217,1.582763956050389e-6
361.0,0.00016645663801390475,1.568486391784186e-6
362.0,0.0001656029815477231,1.5543858856916306e-6
363.0,0.0001647544047827848,1.540460518971384e-6
364.0,0.00016391088854318824,1.526708378466224e-6
365.0,0.00016307241327914092,1.5131275571960838e-6
366.0,0.00016223895908360785,1.4997161548649898e-6
367.0,0.0001614105057084931,1.4864722783497093e-6
368.0,0.0001605870325803651,1.473394042162306e-6
369.0,0.00015976851881573939,1.4604795688966217e-6
370.0,0.00015895494323592786,1.4477269896504856e-6
371.0,0.0001581462843814627,1.4351344444297407e-6
372.0,0.00015734252052610907,1.4227000825353691e-6
373.0,0.0001565436296904751,1.4104220629298633e-6
374.0,0.00015574958965522688,1.3982985545855633e-6
375.0,0.0001549603779739204,1.3863277368169487e-6
376.0,0.00015417597198546138,1.3745077995985418e-6
377.0,0.0001533963488261948,1.3628369438613103e-6
378.0,0.0001526214854416456,1.3513133817798764e-6
379.0,0.00015185135859790394,1.3399353370389712e-6
380.0,0.00015108594489267874,1.3287010450892455e-6
381.0,0.00015032522076601724,1.3176087533887508e-6
382.0,0.000149569162510703,1.3066567216281246e-6
383.0,0.00014881774628234124,1.2958432219460658e-6
384.0,0.00014807094810913765,1.2851665391297899e-6
385.0,0.00014732874390137755,1.274624970804646e-6
386.0,0.00014659110946061706,1.264216827611426e-6
387.0,0.00014585802048858878,1.2539404333712804e-6
388.0,0.00014512945259583242,1.2437941252425854e-6
389.0,0.0001444053813100566,1.2337762538621062e-6
390.0,0.0001436857820842379,1.2238851834819545e-6
391.0,0.00014297063030446563,1.2141192920910281e-6
392.0,0.00014225990129753644,1.2044769715311249e-6
393.0,0.00014155357033830953,1.194956627601397e-6
394.0,0.00014085161265682205,1.1855566801536193e-6
395.0,0.00014015400344517768,1.176275563180948e-6
396.0,0.0001394607178642113,1.1671117248956238e-6
397.0,0.00013877173104993477,1.1580636278014317e-6
398.0,0.00013808701811977045,1.149129748755816e-6
399.0,0.00013740655417857975,1.1403085790263294e-6
400.0,0.00013673031432448972,1.1315986243374225e-6
401.0,0.00013605827365452394,1.122998404914524e-6
402.0,0.000135390407270043,1.1145064555166637e-6
403.0,0.0001347266902820007,1.1061213254639827e-6
404.0,0.0001340670978160174,1.0978415786629747e-6
405.0,0.00013341160501728164,1.0896657936184364e-6
406.0,0.00013276018705527795,1.0815925634442226e-6
407.0,0.00013211281912834942,1.073620495869998e-6
408.0,0.0001314694764680992,1.0657482132359634e-6
409.0,0.00013083013434363438,1.0579743524902269e-6
410.0,0.00013019476806565733,1.050297565173689e-6
411.0,0.00012956335299040727,1.0427165174058644e-6
412.0,0.00012893586452346022,1.0352298898629275e-6
413.0,0.00012831227812338286,1.0278363777526147e-6
414.0,0.00012769256930525653,1.020534690781883e-6
415.0,0.00012707671364406268,1.013323553125476e-6
416.0,0.0001264646867779422,1.0062017033856805e-6
417.0,0.00012585646441132782,9.991678945492487e-7
418.0,0.0001252520223179552,9.922208939431332e-7
419.0,0.00012465133634375475,9.853594831841706e-7
420.0,0.00012405438240962888,9.785824581246717e-7
421.0,0.00012346113651411637,9.718886287972848e-7
422.0,0.00012287157473594805,9.652768193530446e-7
423.0,0.00012228567323649875,9.587458680015562e-7
424.0,0.00012170340826213208,9.522946269417586e-7
425.0,0.0001211247561464502,9.459219622958495e-7
426.0,0.0001205496933124438,9.396267540352441e-7
427.0,0.00011997819627454949,9.334078959082771e-7
428.0,0.00011941024164061359,9.272642953628219e-7
429.0,0.00011884580611376983,9.211948734668347e-7
430.0,0.00011828486649423008,9.151985648272843e-7
431.0,0.00011772739968099007,9.092743175066458e-7
432.0,0.00011717338267345618,9.034210929365607e-7
433.0,0.00011662279257299067,8.976378658306898e-7
434.0,0.00011607560658438396,8.919236240939568e-7
435.0,0.00011553180201724996,8.862773687332461e-7
436.0,0.00011499135628734977,8.806981137606365e-7
437.0,0.00011445424691784751,8.751848861019928e-7
438.0,0.00011392045154049603,8.697367254981065e-7
439.0,0.0001133899478967581,8.643526844069112e-7
440.0,0.00011286271383886435,8.590318279059085e-7
441.0,0.00011233872733080856,8.537732335892916e-7
442.0,0.00011181796644928372,8.485759914663728e-7
443.0,0.00011130040938455923,8.434392038597512e-7
444.0,0.00011078603444130297,8.383619852984836e-7
445.0,0.00011027482003934847,8.333434624158865e-7
446.0,0.00010976674471440935,8.283827738402789e-7
447.0,0.00010926178711874067,8.234790700897722e-7
448.0,0.00010875992602175543,8.186315134636585e-7
449.0,0.00010826114031058742,8.138392779326542e-7
450.0,0.0001077654089906115,8.091015490309794e-7
451.0,0.00010727271118591783,8.044175237452411e-7
